,Idade,Genero,UF,Regiao_origem,Nivel Ensino,Area Formacao,Situacao Trabalho,Setor,Trabalha como Gestao,Cargo como Gestor(a),Cargo Atual,Nivel,Faixa Salarial,Insatisfacao com a Empresa,Tempo XP em Dados,Tempo XP em Software,Criterios de escolha trabalho,Forma de trabalho atual,Forma de trabalho desejada,Faixa Salarial_number
53,39.0,Masculino,RJ,,Não tenho graduação formal,,Empregado (CLT),Varejo,1.0,Supervisor/Coordenador,,Gestor,de R$ 8.001/mês a R$ 12.000/mês,,de 6 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário, Benefícios",Modelo 100% remoto,Modelo 100% remoto,12000.0
54,33.0,Masculino,RJ,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,1.0,Supervisor/Coordenador,,Gestor,de R$ 8.001/mês a R$ 12.000/mês,O clima de trabalho/ambiente não é bom,Mais de 10 anos,de 1 a 2 anos,"Remuneração/Salário, Flexibilidade de trabalho remoto, Reputação que a empresa tem no mercado",Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto,12000.0
55,45.0,Masculino,SP,,Mestrado,Outras Engenharias,Freelancer,Área da Saúde,1.0,"Sócio ou C-level (CEO, CDO, CIO, CTO etc)",,Gestor,de R$ 12.001/mês a R$ 16.000/mês,,Mais de 10 anos,de 6 a 10 anos,Maturidade da empresa em termos de tecnologia e dados,Modelo 100% remoto,Modelo 100% remoto,16000.0
56,29.0,Masculino,SP,,Graduação/Bacharelado,Outras Engenharias,Freelancer,Outro,1.0,Gerente/Head/Diretor/VP,,Gestor,de R$ 8.001/mês a R$ 12.000/mês,,de 2 a 3 anos,de 1 a 2 anos,"Remuneração/Salário, Flexibilidade de trabalho remoto, Qualidade dos gestores e líderes",Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),12000.0
57,37.0,Masculino,RJ,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Marketing,1.0,Supervisor/Coordenador,,Gestor,de R$ 20.001/mês a R$ 25.000/mês,,de 6 a 10 anos,Mais de 10 anos,"Qualidade dos gestores e líderes, Reputação que a empresa tem no mercado, Ambiente e clima de trabalho",Modelo 100% remoto,Modelo 100% remoto,25000.0
58,31.0,Masculino,MG,,Não tenho graduação formal,,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,1.0,"Sócio ou C-level (CEO, CDO, CIO, CTO etc)",,Gestor,de R$ 12.001/mês a R$ 16.000/mês,,de 6 a 10 anos,Mais de 10 anos,,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),16000.0
59,52.0,Masculino,PI,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,1.0,Team Leader/Tech Leader,,Gestor,Menos de R$ 1.000/mês,,Mais de 10 anos,de 4 a 5 anos,"Oportunidade de aprendizado e trabalhar com referências na área, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto,Modelo 100% remoto,1000.0
60,,Masculino,SP,,Pós-graduação,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Marketing,1.0,"Sócio ou C-level (CEO, CDO, CIO, CTO etc)",,Gestor,de R$ 12.001/mês a R$ 16.000/mês,,Mais de 10 anos,de 6 a 10 anos,"Ambiente e clima de trabalho, Oportunidade de aprendizado e trabalhar com referências na área, Reputação que a empresa tem no mercado",Modelo 100% remoto,Modelo 100% remoto,16000.0
61,38.0,Masculino,SP,Sudeste,Doutorado ou Phd,Química / Física,Empregado (CLT),Tecnologia/Fábrica de Software,1.0,Supervisor/Coordenador,,Gestor,de R$ 12.001/mês a R$ 16.000/mês,"Gostaria de trabalhar em em outra área de atuação, Falta de maturidade analítica na empresa",de 4 a 5 anos,de 2 a 3 anos,"Propósito do trabalho e da empresa, Plano de carreira e oportunidades de crescimento profissional, Maturidade da empresa em termos de tecnologia e dados",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),16000.0
62,42.0,Masculino,SP,,Mestrado,Economia/ Administração / Contabilidade / Finanças,Servidor Público,Educação,1.0,Supervisor/Coordenador,,Gestor,de R$ 4.001/mês a R$ 6.000/mês,"Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado, Falta de maturidade analítica na empresa",Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Remuneração/Salário, Reputação que a empresa tem no mercado, Flexibilidade de trabalho remoto",Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),6000.0
63,28.0,Masculino,PR,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,1.0,Team Leader/Tech Leader,,Gestor,de R$ 16.001/mês a R$ 20.000/mês,,de 4 a 5 anos,de 1 a 2 anos,"Remuneração/Salário, Benefícios, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),20000.0
64,38.0,Masculino,SP,,Mestrado,Química / Física,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,1.0,Gerente/Head/Diretor/VP,,Gestor,Acima de R$ 40.001/mês,,Mais de 10 anos,Mais de 10 anos,"Remuneração/Salário, Ambiente e clima de trabalho, Reputação que a empresa tem no mercado",Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),45000.0
65,25.0,Masculino,MG,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,1.0,Team Leader/Tech Leader,,Gestor,de R$ 4.001/mês a R$ 6.000/mês,"Gostaria de receber mais benefícios, Salário atual não corresponde ao mercado, Falta de maturidade analítica na empresa",de 1 a 2 anos,de 1 a 2 anos,"Flexibilidade de trabalho remoto, Qualidade dos gestores e líderes, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto,Modelo 100% remoto,6000.0
66,37.0,Masculino,SP,,Graduação/Bacharelado,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,1.0,Gerente/Head/Diretor/VP,,Gestor,de R$ 6.001/mês a R$ 8.000/mês,Outra,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Maturidade da empresa em termos de tecnologia e dados",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),8000.0
67,37.0,Masculino,,Sudeste,Doutorado ou Phd,Outras,Empregado (CLT),Outro,1.0,Supervisor/Coordenador,,Gestor,de R$ 8.001/mês a R$ 12.000/mês,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Plano de carreira e oportunidades de crescimento profissional,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),12000.0
68,36.0,Masculino,RN,Nordeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Público,1.0,Gerente/Head/Diretor/VP,,Gestor,de R$ 12.001/mês a R$ 16.000/mês,,de 2 a 3 anos,de 6 a 10 anos,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Benefícios",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),16000.0
69,27.0,Masculino,RS,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Agronegócios,1.0,Supervisor/Coordenador,,Gestor,de R$ 8.001/mês a R$ 12.000/mês,"Falta de maturidade analítica na empresa, Salário atual não corresponde ao mercado, O clima de trabalho/ambiente não é bom",de 4 a 5 anos,de 2 a 3 anos,"Reputação que a empresa tem no mercado, Qualidade dos gestores e líderes, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),12000.0
70,33.0,Masculino,RS,,Mestrado,Outras,Empregado (CLT),Varejo,1.0,Gerente/Head/Diretor/VP,,Gestor,de R$ 16.001/mês a R$ 20.000/mês,,de 2 a 3 anos,de 6 a 10 anos,"Qualidade dos gestores e líderes, Remuneração/Salário, Propósito do trabalho e da empresa",Modelo 100% remoto,Modelo 100% remoto,20000.0
71,29.0,Feminino,SP,Nordeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Internet/Ecommerce,1.0,Supervisor/Coordenador,,Gestor,de R$ 8.001/mês a R$ 12.000/mês,,de 1 a 2 anos,Menos de 1 ano,"Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional, Maturidade da empresa em termos de tecnologia e dados",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),12000.0
72,30.0,Masculino,AL,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,1.0,Team Leader/Tech Leader,,Gestor,de R$ 12.001/mês a R$ 16.000/mês,,de 6 a 10 anos,de 2 a 3 anos,"Remuneração/Salário, Flexibilidade de trabalho remoto, Benefícios",Modelo 100% remoto,Modelo 100% remoto,16000.0
73,30.0,Masculino,AL,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,1.0,Team Leader/Tech Leader,,Gestor,de R$ 12.001/mês a R$ 16.000/mês,,de 6 a 10 anos,de 2 a 3 anos,"Remuneração/Salário, Flexibilidade de trabalho remoto, Benefícios",Modelo 100% remoto,Modelo 100% remoto,16000.0
74,28.0,Masculino,SC,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,1.0,"Sócio ou C-level (CEO, CDO, CIO, CTO etc)",,Gestor,de R$ 8.001/mês a R$ 12.000/mês,,de 1 a 2 anos,de 6 a 10 anos,"Maturidade da empresa em termos de tecnologia e dados, Flexibilidade de trabalho remoto, Remuneração/Salário",Modelo 100% remoto,Modelo 100% remoto,12000.0
75,26.0,Masculino,PE,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Internet/Ecommerce,1.0,Supervisor/Coordenador,,Gestor,de R$ 6.001/mês a R$ 8.000/mês,,de 2 a 3 anos,Menos de 1 ano,"Remuneração/Salário, Propósito do trabalho e da empresa, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),8000.0
76,35.0,Masculino,MG,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empreendedor ou Empregado (CNPJ),Outro,1.0,Gerente/Head/Diretor/VP,,Gestor,de R$ 16.001/mês a R$ 20.000/mês,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),20000.0
77,28.0,Masculino,SP,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Educação,1.0,Supervisor/Coordenador,,Gestor,de R$ 8.001/mês a R$ 12.000/mês,,de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário, Ambiente e clima de trabalho",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),12000.0
78,26.0,Masculino,PR,Sul,Graduação/Bacharelado,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Área da Saúde,1.0,Team Leader/Tech Leader,,Gestor,de R$ 4.001/mês a R$ 6.000/mês,,de 4 a 5 anos,de 4 a 5 anos,"Propósito do trabalho e da empresa, Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),6000.0
79,22.0,Feminino,SP,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Outro,1.0,Team Leader/Tech Leader,,Gestor,de R$ 2.001/mês a R$ 3000/mês,Falta de oportunidade de crescimento no emprego atual,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Plano de carreira e oportunidades de crescimento profissional,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),3000.0
80,34.0,Masculino,MG,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Tecnologia/Fábrica de Software,1.0,Team Leader/Tech Leader,,Gestor,de R$ 12.001/mês a R$ 16.000/mês,,de 6 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Plano de carreira e oportunidades de crescimento profissional, Ambiente e clima de trabalho",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),16000.0
81,44.0,Masculino,SP,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Internet/Ecommerce,1.0,"Sócio ou C-level (CEO, CDO, CIO, CTO etc)",,Gestor,de R$ 2.001/mês a R$ 3000/mês,Gostaria de trabalhar em em outra área de atuação,de 1 a 2 anos,Mais de 10 anos,"Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional, Flexibilidade de trabalho remoto",Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),3000.0
82,32.0,Masculino,SP,,Não tenho graduação formal,,Empreendedor ou Empregado (CNPJ),Varejo,1.0,Gerente/Head/Diretor/VP,,Gestor,de R$ 1.001/mês a R$ 2.000/mês,,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Ambiente e clima de trabalho,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),2000.0
83,42.0,Feminino,SP,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Outro,1.0,Team Leader/Tech Leader,,Gestor,de R$ 8.001/mês a R$ 12.000/mês,,de 2 a 3 anos,Mais de 10 anos,Ambiente e clima de trabalho,Modelo 100% remoto,Modelo 100% remoto,12000.0
84,28.0,Masculino,PE,,Pós-graduação,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Marketing,1.0,Team Leader/Tech Leader,,Gestor,de R$ 4.001/mês a R$ 6.000/mês,,de 1 a 2 anos,Menos de 1 ano,"Plano de carreira e oportunidades de crescimento profissional, Benefícios, Remuneração/Salário",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),6000.0
